FAMID ID cg25259754 cg17134153 cg01045635 cg15602298 cg19602479 cg21721331 cg21473142 cg16523158 cg19954286 cg21794222 cg15222091 cg05094429 cg12816198 cg01527115 cg11944933 cg01383082 cg09528494 cg16429190 cg04986849 cg21497594 cg23507676 cg03002059 cg00288844 cg14348996 cg12749226 cg12655416 cg18711369 cg13200575 cg18691862
1087 1087 0.039278777 0.0088753139 0.258420765 -0.17694192 0.203680975 0.66746278 0.206755416 -0.002922608 0.189635788 0.206994033 0.1657293731 -0.0033489762 0.442353839 0.1561166013 0.3604081318 0.4814426478 0.056895446 -0.258563021 0.328340664 -0.873954948 -0.098894782 -0.266862384 -0.1150157436 0.336022604 -0.314456876 -0.1043269 0.101404719 -0.01323158 -0.13377861
1088 1088 -0.340937438 -0.4224123765 -0.33129223 -1.05837351 -1.503571184 -1.52461472 -0.183691052 -0.441816573 -0.028306611 -0.269949308 -0.2720585243 -0.2543900262 0.277068161 -0.1097655194 -0.2487136084 0.2669159133 0.102338988 0.5141407575 0.206694111 0.650760297 0.062945363 -0.083407324 -0.2381287865 -0.241462646 0.293775014 0.137134 0.051184243 0.10733573 -0.126033889
1094 1094 -0.414367642 -0.0647664217 -0.223346788 -0.60878802 0.034840305 -0.4941958 -0.137719574 0.231909162 -0.457704654 -0.412987262 -0.3513258707 -0.3110400018 -0.170051098 0.2029830102 -0.0863235625 -0.0547533849 -0.392418572 -0.9904206243 -0.13118764 -0.005922126 -0.127040951 -0.393375245 0.2997065052 -0.142142844 -0.065538044 -0.3130075 0.216411259 0.59115353 0.851210645
2010 2010 -0.021820893 -0.2315592854 -0.12026673 -0.26371212 0.24122772 -0.21821214 0.504679813 0.446602694 0.001007364 -0.342274871 -0.3408466995 -0.0640102885 -0.091460864 0.2868653142 -0.4940170271 0.0260250957 0.101141858 0.1729326242 0.188613596 0.19331402 0.213746385 0.146132833 -0.1961084491 0.035579158 -0.150247713 -0.1473348 -0.055380222 -0.32750907 -0.180381293
2012 2012 -0.057381588 -0.1504514728 -0.405080681 -0.20842805 -0.190542879 -0.16334178 0.349922749 0.089281173 -0.438690095 -0.196755477 -0.2459399461 -0.1311867851 -0.587551157 -0.4276311902 0.0378869892 -0.1565931423 0.204568022 -0.0112144494 -0.252491509 0.614194951 -0.10486335 -0.125998622 0.0667429031 -0.325685721 0.813287832 0.3172604 0.671577788 0.45097248 0.413470022
2029 2029 -0.149976803 -0.4349097173 -0.713708612 -0.52573671 -0.580467978 -0.29421599 0.053450642 0.153066403 -0.133704916 -0.58996304 -0.3120090801 -0.1942848218 -0.432107158 -0.0516757292 0.1182655338 0.1584245509 -0.550804581 -0.0819479853 -0.781386474 -0.596892873 -0.322659487 -0.193727751 0.0784811074 -0.341160708 -0.034258546 -0.2794475 0.014023841 -0.00597127 0.225994513
2030 2030 0.051131953 -0.4166598965 -0.308101672 -1.09400668 -1.391449505 -0.82884131 -0.001304038 0.23043959 0.32159221 0.678247714 0.4303176837 0.3849481317 -0.21829896 0.258875821 0.3793241826 -0.2080994938 0.311604467 0.0911075556 0.504854426 -0.177555277 -0.02405347 0.29816286 0.1754100622 0.371130437 0.017884025 -0.08423677 -0.230450098 -0.06078503 0.003188522
2034 2034 -0.639607094 -0.5143216 -1.496997305 -1.08246846 -1.949773451 -2.60218087 0.120440232 -0.334801713 0.110578574 -0.048517768 0.1463114694 0.0421722506 -0.135392687 -0.247234548 0.1675249869 0.0838503315 0.03304178 -0.8167967426 -0.213153778 0.07842355 0.018034097 -0.182490757 -0.0456872423 -0.27619603 0.073319836 0.004639125 0.122438787 0.50578881 0.462330352
2036 2036 0.431646975 0.5911537538 0.304855978 1.15322913 0.229175309 0.42855301 0.005597518 0.315690405 0.181799979 0.22215165 0.1959238612 0.3069319183 0.051979031 -0.1999720461 -0.1544626938 -0.290267918 -0.058401731 0.5140875877 0.122767947 0.047124748 0.182602855 -0.034595576 0.2900445365 -0.136483369 -0.024455043 0.1677761 0.282737533 -0.33002945 -0.21408785
2040 2040 -0.116211914 -0.4100259002 -0.376614555 -0.48368727 -0.250239709 -0.3737657 0.10579337 0.03748333 0.433445209 0.596077758 0.3417633535 0.3557039144 -0.462414988 0.2079995879 0.1526733314 -0.0132696256 0.236097414 0.3294553639 0.21635412 0.830698801 0.191622086 -0.097986124 -0.1330100709 0.095830102 -0.510549281 -0.2816713 -0.030929407 0.59076004 0.494057491
2042 2042 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2044 2044 0.287172628 0.299049598 0.264381108 0.85238121 0.896413993 0.90462412 0.232302479 -0.048166152 -0.34553738 -0.574630119 -0.4906224745 -0.2737626523 -0.276100939 -0.2076883283 0.1535974058 0.223003206 0.40504677 0.2087964392 0.060163797 -0.311591543 0.061161207 0.039005917 0.1151363558 0.215851835 -0.444025167 -0.1432268 -0.08510396 -0.02917557 0.082269614
2045 2045 -0.112538731 0.4072138647 0.886878099 1.05989829 0.678818247 1.05517095 -0.46327632 -0.095417843 0.671607491 0.58388209 0.6758478529 0.5728439814 -0.024484342 -0.1483841839 0.0596649485 -0.657021414 0.080158626 0.1984805655 -0.10745302 0.387417274 0.05507537 -0.096838234 -0.1153244831 0.734077289 -0.343471168 -0.04241164 -0.16747015 -0.73921654 -0.532996448
2047 2047 -0.25316909 0.1668581326 -0.184822347 -0.41530332 -0.138478764 0.08038897 -0.243731551 0.229368217 0.060572257 -0.139559082 -0.0808198827 -0.1300529299 -0.41600465 -0.1282780665 -0.0406706553 -0.1067470464 -0.151128479 0.3113669074 0.380302884 -0.243898684 0.173197387 -0.016187762 0.2698523874 0.095272456 0.02551767 0.1561589 0.017034147 -0.15369758 0.087825727
2052 2052 -0.010638839 0.2559978024 0.202043433 -0.13810502 0.249257051 0.14303515 0.205430462 0.010238591 -0.131564332 0.360369118 0.1845092654 -0.0277069931 -0.048255768 -0.2306410911 -0.1437763112 -0.6414911591 0.40618644 0.8458413052 0.418750263 0.792920964 0.184614388 0.120476574 0.2723774878 0.012819353 0.254310588 0.1961327 0.112185777 0.20623129 0.122029041
2054 2054 0.253041149 0.415517398 0.631255835 0.07362934 0.879530316 0.8800897 0.423961772 -0.336118505 0.318103497 0.151284715 0.0010484326 -0.0371160441 0.351363119 0.0461366047 -0.1098959065 0.3960772302 0.425259164 0.5629245696 0.011315226 0.636447302 -0.067571196 0.057526816 0.2290570979 -0.414556096 0.758359048 0.5736116 0.669595282 0.23962245 0.209617349
2062 2062 -0.242383414 -0.8957079383 -0.176587486 -0.0629173 -0.091607933 -0.28813167 -0.226420759 -0.178591221 -0.571552095 -0.285143679 -0.3199428297 -0.2816618548 0.290912758 0.5003053628 0.0223407453 -0.0271741734 -0.104213541 -0.2957277528 -0.370168734 -0.027214113 -0.148460653 -0.046560557 -0.1881766495 -0.213239725 -0.184022182 -0.03598982 0.120023737 0.41977847 -0.133333649
2067 2067 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2072 2072 -0.30398895 -0.294203697 -0.24983354 -0.4227159 -0.228599497 -0.56425358 -0.145904135 0.416892613 0.59609779 0.442982595 0.2800308823 -0.0274246334 0.188700916 -0.271178548 -0.5592465833 -0.2457148468 0.418985768 0.444249914 0.149349398 0.074278169 0.032518861 0.234667323 0.0858584762 0.05182221 -0.357496246 -0.1787771 0.104412912 -0.13521823 -0.083441974
2075 2075 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2078 2078 0.007407143 0.0865965036 -0.070387971 -0.1753777 -0.147474735 -0.17958288 0.013029771 0.085571337 0.090965127 0.010353857 0.01887299 0.0549269745 0.161098424 -0.017105933 -0.0179165791 0.1006133358 0.044424502 0.0921507972 0.042739421 -0.011170909 0.027204527 -0.012329456 -0.1019558094 0.005712401 0.075776788 0.04346742 -0.054765519 -0.19756569 -0.207237427
2086 2086 -0.111256457 -0.1511418127 0.136723933 0.14096554 0.614399517 0.89355066 -0.132539063 0.389415845 -0.179091725 0.156738307 -0.1685195996 0.3081715881 0.339807492 0.0978140592 -0.0263017366 0.5584317314 -0.197290018 -0.0350682506 0.103752665 -0.540532857 -0.03013762 -0.172373723 0.0766416571 0.197105421 0.004869933 -0.167664 -0.374810527 -0.29555493 -0.469914648
2087 2087 -0.148392595 -0.7300638898 -1.063844266 -1.54490248 -1.611571931 -1.52266871 0.111345565 -0.172225207 -0.518718802 -0.423625423 -0.2116647908 -0.3152080957 0.71222232 0.3675635296 -0.5152752995 -0.2780349204 -0.002690688 0.0426344082 0.118269415 0.322748489 0.02892887 -0.110741197 -0.1730974601 -0.221721292 0.141631705 0.108273 0.407295815 0.15658013 -0.151938723
2090 2090 -0.256327069 -0.2744846281 -0.513284215 -0.19236918 -0.458177821 -0.44962332 0.058622502 0.440502793 0.360909944 0.497537211 0.4770019816 0.4618991996 0.318908385 -0.392320912 -0.2379058283 -0.030149172 -0.222698162 -0.1866050687 0.500538722 -0.059752855 -0.02782107 0.191867246 0.1490594061 -0.186705752 -0.066448284 -0.05444337 0.445937996 0.33009764 0.487357141
2133 2133 -0.087165077 0.1709007717 -0.002438621 -0.51220846 -0.20579061 -0.07762766 0.418256194 -0.091854937 -0.273502111 -0.167732326 -0.164063643 0.0198996504 0.719935851 -0.1779752677 -0.1326228967 -0.3362596513 0.356746198 0.6031242495 -0.16118765 0.480260572 0.1633001 0.201989498 -0.0511368107 0.08871122 -0.297481805 0.2875951 0.039433661 -0.38259025 -0.734276779
2140 2140 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2144 2144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2145 2145 0.185803904 -0.3428105123 -0.338863345 -0.43190418 -0.078667702 -0.17786012 -0.195692014 -0.288851867 -0.457367343 -0.218227054 -0.4829379713 -0.8524394322 -0.172882096 0.2394306026 0.2340573359 0.700937003 0.080614231 0.1245569224 -0.247066282 0.279452317 0.027462209 0.053392017 0.026240518 -0.077953004 0.348474281 0.0915401 -0.463877731 -0.28697067 0.162257672
2148 2148 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2166 2166 0.231247212 -0.2599831593 -0.647277733 -0.03903762 -0.846518493 -0.64985074 -0.022300913 0.127481498 -0.67912707 -1.050631653 -0.6856681998 -0.3806956125 -0.168147269 0.1502902919 0.1693488651 0.076242423 0.131686259 -0.2377644302 -0.035249701 0.067501679 -0.151954874 0.064244781 -0.4434827701 0.195791044 -0.441320892 -0.1856941 -0.586514655 -0.34555877 -0.230075623
2197 2197 0.073986686 0.108612614 0.020010329 0.08175635 0.053099468 -0.06457639 -0.036674889 0.010552357 -0.109242932 -0.151497931 -0.1014206275 0.1042719951 0.3509908 -0.0887295273 -0.0733631078 -0.1131373577 -0.014613516 0.0633778563 0.074668639 -0.182752043 0.023390092 0.060622309 -0.0989787824 0.131201904 -0.146387809 -0.04684999 0.136648372 -0.41527425 -0.274631116
2203 2203 -0.027639902 0.2174980298 -0.140572775 -0.30556425 -0.620723941 -0.26729738 -0.011718936 -0.220165056 0.119119505 0.373749779 0.2887356236 0.1903733694 -0.60003031 0.0469805074 0.374065328 0.0225808091 0.083691648 0.0231863016 0.148286641 0.089385858 -0.136896266 0.068440919 -0.1080610288 -0.017531756 -0.128625788 0.006159986 0.30292896 -0.07867569 0.015713186
2222 2222 -0.109876608 0.2404809414 0.059437407 0.25839661 0.487826302 -0.6082556 -0.276328531 0.08526438 0.151436985 -0.252697198 -0.1149548649 -0.5190021916 -0.414123135 -0.1670459738 -0.220941902 0.3868753882 -0.365178797 -0.2078153884 0.036671059 0.363634327 0.005194397 0.185635126 -0.0752394615 -0.020184239 -0.618689856 -0.1347696 -0.166327572 -0.15890175 -0.276074097
2231 2231 -0.140051933 -0.3788579804 -0.693208344 -1.33750571 -1.034825773 -1.4145377 0.135574074 -1.086847536 -0.430111297 -0.449560918 -0.318596064 -0.8937424952 0.427885068 -0.2811536748 0.0816935223 0.2851817649 -0.409171609 -0.0663801272 -0.572395734 0.226647889 -0.104913399 0.195104144 -0.4294545191 -0.075073097 -0.069883278 -0.02786893 0.030272934 -0.25183869 -0.315544075
2233 2233 0.119105483 -0.3017429056 0.443379075 0.62615414 1.084450749 1.32112036 -0.166308118 -0.439815891 -0.374094305 -1.206414441 -0.6227965063 -0.9406084453 0.628943595 0.1518881304 0.02741277 0.2449260222 0.039085086 0.4597460703 -0.020693241 -0.077339829 0.040984011 0.191131713 -0.2811530837 -0.265759672 0.049190329 -0.003174084 0.121462405 -0.14809567 -0.130633712
2257 2257 -0.348778006 -0.2561518692 -0.326976695 0.08828999 -0.138201478 0.12258245 0.086480962 -0.619331887 -0.988328205 -1.644099075 -0.9248460393 -1.0140932039 -1.088940529 -0.1316695975 -0.0793813733 0.5456455416 -0.168085082 -0.4330865651 -0.622060129 -0.276927577 -0.11088199 0.207559644 -0.0582627931 -0.099172251 0.16509891 0.2248534 0.110048964 0.12049891 0.013609837
2261 2261 -0.021624152 0.1678654864 0.58115364 0.13406435 0.777363115 0.67023904 -0.087113383 0.156177969 -0.076756547 -0.176674007 -0.1495531404 0.0212143907 0.03131362 -0.1788321323 -0.5909504173 -0.2041234563 -0.106036549 -0.3395870533 -0.124621174 0.109179779 -0.175466454 -0.176485005 0.4318768946 0.176396312 -0.702399736 -0.4645262 -0.309158574 0.31385652 -0.211730857
2264 2264 0.246387317 0.338155512 0.582491201 1.0747097 1.005401506 1.04974839 0.076245803 0.314606875 0.505233227 0.852790387 0.4655401048 0.1646473783 -0.398539713 0.1391308638 0.1049927918 0.4474437253 -0.234050558 -0.3671338146 -0.580762759 -0.304079513 -0.00856563 0.15365984 -0.2979142766 0.158501763 -0.10123123 0.002126785 -0.068015395 0.11894651 -0.116110695
2265 2265 -0.116795767 0.0690653376 -0.193590961 -1.09633486 -0.514118335 -0.7038439 0.081931557 0.143630992 0.152824061 0.204104345 0.1344635222 0.2189376286 0.163912461 -0.0147425338 0.0711018522 0.1846736735 0.173489603 -0.694274896 -0.504011309 0.02060055 0.028208313 -0.152489318 -0.0839839616 0.017814785 -0.054865357 0.0262673 -0.151602771 0.31793505 0.07646094
2281 2281 0.199822621 0.6536377791 0.054081196 0.77011957 0.158404181 0.2855845 -0.033322368 0.428752088 -0.286860483 0.030981602 -0.1257926361 0.2029553355 0.660588123 0.1224369737 0.0837028836 -0.2252962418 0.01883124 -0.0084105309 -0.429048427 -0.164296874 -0.084782689 0.045064248 -0.1395831601 0.583413827 -0.563759286 -0.4049954 -0.067472771 -0.29554601 -0.252232775
2305 2305 -0.032661791 0.524469303 0.250826152 0.10167168 0.453277728 0.71763049 0.461187175 -0.021370745 -0.309665517 0.194843435 0.1332186627 0.0262935748 -0.018022959 -0.0842606014 0.412010662 0.3253182296 -0.510527304 -0.3646178491 -0.068470703 0.063810361 0.136455331 0.066659704 -0.036536266 -0.056046876 0.354265653 0.06319083 0.052521631 0.01406074 0.097522628
2311 2311 -0.020964401 0.2154647828 0.21189628 -0.07487838 0.061271448 -0.16476449 -0.358080843 -0.251592781 -0.653628381 -0.857833232 -0.7190195572 -0.437710014 -0.606338431 0.1147006983 0.326437652 -0.004050912 -0.258611675 -0.2904080841 0.091772705 -0.2439847 0.100889104 0.084986081 0.1401640563 0.54988675 -0.637359415 -0.3900071 -0.246024748 -0.71980078 -0.61962838
2322 2322 0.203206341 0.5532535776 0.177980359 0.53444899 -0.203771858 0.08130605 -0.501167328 -0.458451815 -0.030952284 -0.201458752 -0.1531306699 -0.459016776 -0.607445309 0.2360331983 0.1205459927 -0.2633121614 -0.099521401 0.1654618258 0.011106671 -0.290745498 -0.077425209 0.070772782 0.0271019316 -0.124064469 -0.535196573 -0.9974313 0.225031509 0.38961973 0.730023465
2330 2330 0.25854826 0.5015566914 1.416658572 0.98023948 1.805404936 1.72697402 0.169407116 0.23110469 -0.012516032 -0.172367102 -0.2120175519 0.0698120807 0.289129608 -0.0872100366 -0.0329785685 0.1121673104 -0.191510159 -0.3292382081 0.482060007 -0.002384608 0.183270447 -0.104471398 -0.2902455746 -0.055900768 -0.655497558 -0.1706823 0.055498719 -0.4999747 -1.038845338
2345 2345 0.147707995 -0.057429298 0.451550782 0.32455327 -0.0716547 0.83769542 -0.482948355 0.34858134 0.429191358 0.575025116 0.3728902823 0.1164859569 -0.014671573 0.1888418603 0.3196703882 -0.4902870442 0.243815026 0.1676753341 0.41770826 0.050669458 0.094445433 0.285587668 0.0820060765 0.195996339 -0.671099581 -0.2156084 -0.832350869 0.33739278 0.345888244
2348 2348 -0.090828249 -0.3404018875 -0.159408433 1.16199149 0.61737365 0.66194564 0.188985235 -0.603746639 -1.427623163 -1.290294017 -0.8550132173 -0.1399799663 -0.683330208 -0.0006058492 0.2505196788 0.4186914706 -0.757114539 -0.5248327712 -0.605582382 -0.401195522 -0.193299274 -0.194203298 0.5564799458 -0.105068907 0.240279569 0.1095431 0.033328077 -0.41595236 0.244788562
2367 2367 -0.099991071 -0.4097004422 -0.262815246 0.5785794 -0.432879741 -0.48522447 -0.028839532 -0.745689394 -0.186651235 -0.072658462 -0.2072611894 -0.7370093956 0.259551636 0.1351359946 0.3890558662 -0.0299419259 -0.299928062 -0.0746689639 -0.591413451 -0.033752322 -0.059439081 -0.227233345 0.5258135957 -0.26633688 -0.346483616 -0.2054084 -0.128713087 0.16172797 -0.071521578
2368 2368 -0.026437904 -0.2865450995 -0.273915297 -0.06016963 -0.170466685 0.23788493 0.117516247 -0.099909196 -0.251102899 -0.587759063 -0.264666082 -0.055928606 -0.2376075 -0.3306988486 -0.3315025487 -0.6746622882 0.389343607 0.7665655169 0.361468574 0.510834321 0.131696489 0.055195697 0.2536745603 0.051052873 0.446371879 0.09194958 0.291903811 0.91694209 1.279486768
2379 2379 0.018555729 0.646110956 0.533152956 -0.49678431 -1.23054379 -0.9072812 0.057945031 0.457951173 0.938262477 1.135533494 0.7392879442 0.7774982813 0.085048071 0.0509016072 -0.0668656358 -0.7379796728 -0.204236621 0.1861044364 0.751311586 -0.123191593 0.076027169 0.158929306 0.0550275061 0.006149223 0.248540574 0.116596 -0.202229284 0.03050012 0.332957598
2390 2390 0.488021148 1.5720739478 0.642654604 1.00790869 0.714649742 1.035953 -0.06283097 0.424481747 -0.107934581 0.083708424 0.1560026881 0.1782574969 -0.293700699 0.0367705045 0.372087738 0.3675271586 0.099174864 -0.2699463528 0.587388875 0.020950603 0.032409252 -0.356802041 0.2529902108 -0.035334713 0.082751769 0.4589004 0.242406171 0.35956851 0.481878536
2437 2437 -0.323384161 -0.3313575297 -0.090418784 -0.58897486 0.122111291 -0.49960495 -0.041561131 -0.631504546 -0.885925445 -0.779370337 -0.5100409379 -0.2234383838 -0.242669079 -0.0145673448 0.5519835046 -0.2262496368 -0.033372323 0.0844274112 -0.191455387 -0.624792409 0.022816858 -0.089171482 0.1013417785 -0.061604797 -0.104703777 -0.01672569 0.113212208 0.20896832 0.080311925
2439 2439 0.154854724 0.4014317417 0.52227882 -0.04707603 0.46573011 0.63850493 -0.368969099 0.681070949 1.140523982 1.447523995 1.0495363588 0.9738084008 -1.404125544 0.2250493474 0.0293789284 0.247008139 0.144164771 -0.0533879117 0.181485971 -0.290661377 0.149482092 0.345543194 -0.0021522116 0.265890487 -0.104509334 -0.1211946 -0.181446373 -0.58657877 -0.790190161
2476 2476 -0.20728611 -0.6377412487 -0.722312609 -0.70505054 -0.376832253 -0.64591182 0.201256666 -0.226639557 -0.086642091 0.064102489 0.0182513617 0.2761507476 0.164627929 -0.2432116996 -0.1546028973 0.192618191 -0.099939953 -0.1575556285 0.203775212 -0.283036308 -0.105896761 -0.039818327 0.2229417326 -0.074922187 0.463409548 0.2377701 -0.013932241 0.13699053 0.224553267
2493 2493 0.405393609 -0.3320720831 0.392765101 0.35232908 0.785706025 1.02896984 0.329928143 -0.170173365 -0.434862134 -0.624744627 -0.3880750447 -0.1950316562 -0.090824641 0.1224378282 0.1052473874 -0.4857520845 -0.018418003 0.4523185604 0.617866937 -0.254273325 0.060418614 -0.014450693 -0.1569834092 0.111643535 -0.389414981 -0.07236373 -0.471304792 -0.27597788 -0.121041732
2506 2506 -0.102529951 -0.3109387689 -0.001712447 0.2075625 -0.05647039 -0.34483133 -0.002109688 -0.295376581 -0.067041661 -0.127944736 -0.0403052793 -0.3973900851 0.192348122 0.3519301103 0.3701966153 0.495291089 -0.172467591 -0.221953731 -0.010566658 -0.648837019 -0.041421163 -0.05500321 0.168729579 -0.064017778 0.496969241 0.1730856 0.045923367 0.39683433 0.900565132
2507 2507 -0.87354518 -0.3428131513 -1.407501319 -0.3104424 -1.456377286 -1.3042325 -0.224913277 0.240383018 -0.547345133 -0.484362108 -0.5674649152 -0.1487260926 -0.063860784 -0.234928682 -0.3334479637 0.2132011337 -0.211346704 -0.056494786 -0.572639563 0.226782706 0.039553566 -0.117754246 -0.0816088155 0.174744054 -0.001748739 0.07972204 0.085244374 -0.43334455 -0.478744237
2510 2510 -0.079746264 -0.310888269 -0.071773326 -0.55913987 0.556729964 0.31491935 -0.035349531 0.489178805 0.743948217 1.083110286 0.668992513 1.4275285518 0.766845439 -0.2502256732 -0.1973070113 -0.1774832191 0.115775989 0.4133693216 0.505263146 0.236810094 0.196260423 0.087714074 -0.4731549208 -0.323163902 0.524930907 0.1148475 0.199983437 -0.07940993 0.020362641
2511 2511 0.322182007 -0.4711216613 -0.181017534 0.13072815 -0.455123885 -0.49053084 0.047847831 0.450111008 0.765054749 0.502994195 0.4862928617 0.773578661 0.257666451 0.5283655794 -0.1041367554 0.3902264615 -0.060456734 -0.7774777958 0.057567643 -0.485579446 -0.16022289 -0.003048404 -0.1941140526 -0.052353741 -0.321057912 0.1666324 -0.079705326 -0.53634272 -0.764023193
2519 2519 0.264270553 -0.0536059237 0.377914571 -0.18552684 0.010813926 0.71631508 0.342807426 0.280656978 0.364437655 0.529193789 0.3562193339 0.3148817438 0.055680358 0.0022794541 -0.0641438026 0.1456344219 0.22933688 -0.2360608472 -0.440533609 -0.340012315 -0.128438485 -0.115760821 0.096025164 -0.125448076 0.746102829 0.2752027 0.15702618 0.31760767 -0.107579831
2549 2549 0.183510017 0.5951460704 0.479495576 0.94689541 0.02657992 -0.14372528 -0.103318385 -0.339215826 0.149547319 0.256170044 0.0147428192 0.2743615264 0.108581961 -0.0408453929 0.0544803388 -0.4228030164 0.130676369 0.2687749585 0.695003227 0.599097933 0.143962887 0.015544189 0.1013105443 0.211916281 0.248130371 0.1801396 0.289859895 -0.43769484 -0.085753744
2759 2759 0.002162565 -0.1772868914 0.169555155 -0.10597661 0.538290361 0.01986436 0.449851649 -0.349140434 -0.434819506 -0.658951996 -0.3560303144 -0.5128697119 0.289520906 -0.1603910124 -0.4413459118 -0.2905903351 0.271067139 0.4185408051 -0.09446948 0.362883435 0.056306435 0.141241733 -0.3519090081 -0.480441747 0.501821404 0.2355846 -0.224779841 0.42772791 0.167926714
2767 2767 0.167182721 0.0248356303 0.147496935 -0.23298969 0.296058334 0.50103053 0.018882102 0.506236698 0.146519016 -0.31221182 0.0877905674 -0.0600519459 -0.475192434 0.0019501581 0.4826997648 0.2166739265 0.135223738 -0.5741594693 -0.069702158 -0.426584551 -0.086306658 -0.017745505 0.1381961934 -0.069680065 0.085994937 0.008075056 -0.181905562 0.11713533 0.226950793
