FAMID ID cg25259754 cg17134153 cg01045635 cg08786003 cg19602479 cg21721331 cg18707136 cg23343972 cg15667493 cg10404427 cg21124310 cg15431103 cg16130019 cg11187739 cg07522171 cg08519799 cg00184826 cg16213375 cg18711369 cg10909506
2197 2197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2203 2203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2222 2222 -0.281292621 -0.107530671 -0.147050195 0.07568307 -0.20539583 -0.3140527 -0.051176289 0.354848416 0.086343536 -0.93165024 0.101316892 -0.142004757 0.237931343 -0.48045347 -0.5879543121 0.18705961 0.077073431 0.229016428 -0.575372186 -0.773292852
2231 2231 -0.291757417 -0.391754225 -0.3972112 -0.38629124 -0.38490746 -0.2680292 0.369643771 -0.044827242 -0.148235015 0.01978579 0.134491808 -0.088290025 0.203317674 -0.256137764 -0.1652628275 -0.549904413 0.174612848 0.119699584 0.049002032 0.632485029
2233 2233 -0.004893791 0.326698255 0.696049723 0.43917075 0.1316681 0.3647244 -0.01077429 -0.247479586 0.448448071 0.14725848 0.079252908 0.061692407 -0.489137965 0.324498446 0.1453628049 -0.227378033 -0.579459025 0.012303917 -0.399122135 0.016290874
2257 2257 0.01689159 0.187390775 -0.060143467 -0.09215826 -0.24221645 0.01793199 -0.02366254 -0.411574369 -0.027090176 -0.53451797 0.223793212 0.025915205 -0.084728906 0.306122381 -0.0375789442 0.193682571 -0.437958614 -0.18661723 0.065673181 -0.114048706
2261 2261 0.341544017 0.613596763 0.63709511 0.37905378 0.34221024 0.3525091 -0.225678856 -0.516776136 -0.145402114 -0.5290986 -0.926726062 -0.460229241 -0.069863441 0.217391844 0.2602748761 -0.670611448 -0.327995421 -0.140762263 -0.215798904 -0.578174891
2264 2264 -0.085076963 -0.045649091 0.087779185 -0.33813532 0.01355486 0.0585029 0.19665186 0.178950088 0.302982751 0.45309119 0.226232951 -0.019195799 0.646582033 -0.218055198 -0.3576891391 0.475418558 0.240414232 -0.181490728 0.05884295 -0.631295724
2265 2265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2281 2281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2305 2305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2311 2311 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2322 2322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2330 2330 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2345 2345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2348 2348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2367 2367 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2368 2368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2379 2379 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2390 2390 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2437 2437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2439 2439 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2476 2476 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2493 2493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2506 2506 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2507 2507 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2510 2510 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2511 2511 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2519 2519 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2549 2549 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2759 2759 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2767 2767 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
